review_status,id,web_name,ques,task_family,template,capabilities,slots,interaction_type,answer_type,requires_login,live_web_risk,confidence,notes
pending,Amazon--19,Amazon,Look for an English language book on roman empire history in the Amazon Kindle store. Sort by newests arrivals and look for a title that will be released within a month.,product_search,find product matching {product_and_constraints} and report {sorted_result},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""sort_results"", ""extract_product""]","{""query_text"": ""Look for an English language book on roman empire history in the Amazon Kindle store. Sort by newests arrivals and look for a title that will be released within a month."", ""constraints"": [], ""entities_or_request"": ""Look for an English language book on roman empire history in the Amazon Kindle store. Sort by newests arrivals and look for a title that will be released within a month.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--20,Amazon,Search for a wireless ergonomic keyboard with backlighting and a rating of at least 4 stars. The price should be between $40 to $60. Save the product with the 500+ customer reviews.,product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Search for a wireless ergonomic keyboard with backlighting and a rating of at least 4 stars. The price should be between $40 to $60. Save the product with the 500+ customer reviews."", ""constraints"": [""4 stars"", ""$40"", ""$60"", ""500+"", ""at least 4 stars"", ""between $40 to $60""], ""entities_or_request"": ""Search for a wireless ergonomic keyboard with backlighting and a rating of at least 4 stars. The price should be between $40 to $60. Save the product with the 500+ customer reviews.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--21,Amazon,"Find a stainless steel, 12-cup programmable coffee maker on Amazon. The price range should be between $100 to $200. Report the one with the 4+ customer rating.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Find a stainless steel, 12-cup programmable coffee maker on Amazon. The price range should be between $100 to $200. Report the one with the 4+ customer rating."", ""constraints"": [""12"", ""$100"", ""$200"", ""4+"", ""between $100 to $200""], ""entities_or_request"": ""Find a stainless steel, 12-cup programmable coffee maker on Amazon. The price range should be between $100 to $200. Report the one with the 4+ customer rating.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--22,Amazon,"Search for a set of non-stick, oven-safe cookware on Amazon. The set should include at least 10 pieces and be priced under $150.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Search for a set of non-stick, oven-safe cookware on Amazon. The set should include at least 10 pieces and be priced under $150."", ""constraints"": [""10"", ""$150"", ""at least 10 pieces and be priced under $150""], ""entities_or_request"": ""Search for a set of non-stick, oven-safe cookware on Amazon. The set should include at least 10 pieces and be priced under $150.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--23,Amazon,Look for a men's waterproof digital sports watch with a heart rate monitor on Amazon. It should be priced between $50 to $100.,product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Look for a men's waterproof digital sports watch with a heart rate monitor on Amazon. It should be priced between $50 to $100."", ""constraints"": [""$50"", ""$100"", ""between $50 to $100""], ""entities_or_request"": ""Look for a men's waterproof digital sports watch with a heart rate monitor on Amazon. It should be priced between $50 to $100.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--24,Amazon,"Browse for a compact air fryer on Amazon with a capacity of 2 to 3 quarts. It should have a digital display, auto shutoff and be priced under $100.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Browse for a compact air fryer on Amazon with a capacity of 2 to 3 quarts. It should have a digital display, auto shutoff and be priced under $100."", ""constraints"": [""2"", ""3 quarts"", ""$100"", ""under $100""], ""entities_or_request"": ""Browse for a compact air fryer on Amazon with a capacity of 2 to 3 quarts. It should have a digital display, auto shutoff and be priced under $100.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--25,Amazon,"Search for a queen-sized, hypoallergenic mattress topper on Amazon. It should have a memory foam material and be priced between $50 to $100.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Search for a queen-sized, hypoallergenic mattress topper on Amazon. It should have a memory foam material and be priced between $50 to $100."", ""constraints"": [""$50"", ""$100"", ""between $50 to $100""], ""entities_or_request"": ""Search for a queen-sized, hypoallergenic mattress topper on Amazon. It should have a memory foam material and be priced between $50 to $100.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--26,Amazon,"Find a portable Bluetooth speaker on Amazon with a water-resistant design, under $50. It should have a minimum battery life of 10 hours.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Find a portable Bluetooth speaker on Amazon with a water-resistant design, under $50. It should have a minimum battery life of 10 hours."", ""constraints"": [""$50"", ""10 hours"", ""under $50"", ""minimum battery life of 10 hours""], ""entities_or_request"": ""Find a portable Bluetooth speaker on Amazon with a water-resistant design, under $50. It should have a minimum battery life of 10 hours.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--27,Amazon,"Look for a USB-C hub on Amazon compatible with MacBook Pro, featuring at least 4 ports, including HDMI and SD card reader. The price should be under $50. Select the one after sorting by Best Sellers.",product_search,find product matching {product_and_constraints} and report {sorted_result},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""sort_results"", ""extract_product""]","{""query_text"": ""Look for a USB-C hub on Amazon compatible with MacBook Pro, featuring at least 4 ports, including HDMI and SD card reader. The price should be under $50. Select the one after sorting by Best Sellers."", ""constraints"": [""4 ports"", ""$50"", ""at least 4 ports"", ""under $50""], ""entities_or_request"": ""Look for a USB-C hub on Amazon compatible with MacBook Pro, featuring at least 4 ports, including HDMI and SD card reader. The price should be under $50. Select the one after sorting by Best Sellers.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--28,Amazon,"Search for a yoga mat on Amazon that is at least 6mm thick, non-slip, and eco-friendly. The price should be under $50.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Search for a yoga mat on Amazon that is at least 6mm thick, non-slip, and eco-friendly. The price should be under $50."", ""constraints"": [""6"", ""$50"", ""at least 6mm thick"", ""under $50""], ""entities_or_request"": ""Search for a yoga mat on Amazon that is at least 6mm thick, non-slip, and eco-friendly. The price should be under $50.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--29,Amazon,Find a set of solar-powered garden lights on Amazon with a minimum pack of 10 lights. They should be LED and priced under $50.,product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Find a set of solar-powered garden lights on Amazon with a minimum pack of 10 lights. They should be LED and priced under $50."", ""constraints"": [""10"", ""$50"", ""minimum pack of 10 lights"", ""under $50""], ""entities_or_request"": ""Find a set of solar-powered garden lights on Amazon with a minimum pack of 10 lights. They should be LED and priced under $50.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--30,Amazon,"Locate the highest-rated fiction book released in 2024 on Amazon, with a minimum of 50 customer reviews.",product_search,find product matching {product_and_constraints} and report {highest_rating},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""sort_results"", ""extract_product""]","{""query_text"": ""Locate the highest-rated fiction book released in 2024 on Amazon, with a minimum of 50 customer reviews."", ""constraints"": [""2024"", ""50"", ""rated fiction book released in 2024 on Amazon"", ""minimum of 50 customer reviews""], ""entities_or_request"": ""Locate the highest-rated fiction book released in 2024 on Amazon, with a minimum of 50 customer reviews.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--31,Amazon,"Find a compact digital camera on Amazon with a zoom capability of at least 10x, rated 4 stars or higher, and priced between $100 to $300.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Find a compact digital camera on Amazon with a zoom capability of at least 10x, rated 4 stars or higher, and priced between $100 to $300."", ""constraints"": [""10"", ""4 stars"", ""$100"", ""$300"", ""at least 10x"", ""rated 4 stars or higher"", ""between $100 to $300""], ""entities_or_request"": ""Find a compact digital camera on Amazon with a zoom capability of at least 10x, rated 4 stars or higher, and priced between $100 to $300.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--32,Amazon,"Search for an electric kettle on Amazon with a capacity of at least 1.5 liters, made of stainless steel, and with a customer rating of 4 stars or above.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Search for an electric kettle on Amazon with a capacity of at least 1.5 liters, made of stainless steel, and with a customer rating of 4 stars or above."", ""constraints"": [""1.5 liters"", ""4 stars"", ""at least 1""], ""entities_or_request"": ""Search for an electric kettle on Amazon with a capacity of at least 1.5 liters, made of stainless steel, and with a customer rating of 4 stars or above.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--33,Amazon,"Search for a portable air conditioner on Amazon suitable for a room size of 300 sq ft, with energy efficiency rating, and compare the prices of the top three search results.",product_compare,"search products matching {constraints}, sort/filter, and compare {count} results","[""search"", ""apply_filters"", ""sort_results"", ""extract_multiple"", ""compare""]","{""query_text"": ""Search for a portable air conditioner on Amazon suitable for a room size of 300 sq ft, with energy efficiency rating, and compare the prices of the top three search results."", ""constraints"": [""300""], ""entities_or_request"": ""Search for a portable air conditioner on Amazon suitable for a room size of 300 sq ft, with energy efficiency rating, and compare the prices of the top three search results.""}","[""retrieve"", ""filter_sort"", ""compare""]",comparison,False,high,0.84,
pending,Amazon--34,Amazon,"Find a beginner's acrylic paint set on Amazon, with at least 24 colors, suitable for canvas painting, and priced under $40.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Find a beginner's acrylic paint set on Amazon, with at least 24 colors, suitable for canvas painting, and priced under $40."", ""constraints"": [""24 colors"", ""$40"", ""at least 24 colors"", ""under $40""], ""entities_or_request"": ""Find a beginner's acrylic paint set on Amazon, with at least 24 colors, suitable for canvas painting, and priced under $40.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--35,Amazon,"Find a men's leather wallet on Amazon with RFID blocking, at least 6 card slots, and priced below $50. Check if it's available for FREE delivery.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Find a men's leather wallet on Amazon with RFID blocking, at least 6 card slots, and priced below $50. Check if it's available for FREE delivery."", ""constraints"": [""6"", ""$50"", ""at least 6 card slots"", ""below $50""], ""entities_or_request"": ""Find a men's leather wallet on Amazon with RFID blocking, at least 6 card slots, and priced below $50. Check if it's available for FREE delivery.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--36,Amazon,"Search for a children's science experiment kit on Amazon suitable for ages 8-13, with at least a 4-star rating and priced under $30.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Search for a children's science experiment kit on Amazon suitable for ages 8-13, with at least a 4-star rating and priced under $30."", ""constraints"": [""8"", ""13"", ""4"", ""$30"", ""at least a 4-star rating and priced under $30""], ""entities_or_request"": ""Search for a children's science experiment kit on Amazon suitable for ages 8-13, with at least a 4-star rating and priced under $30.""}","[""retrieve"", ""filter_sort""]",product,False,high,0.84,
pending,Amazon--37,Amazon,"Locate a queen-sized bedspread on Amazon with a floral pattern, and check if it's available in blue color.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Locate a queen-sized bedspread on Amazon with a floral pattern, and check if it's available in blue color."", ""constraints"": [], ""entities_or_request"": ""Locate a queen-sized bedspread on Amazon with a floral pattern, and check if it's available in blue color.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--38,Amazon,"Find a bird feeder on Amazon suitable for small birds, with an anti-squirrel mechanism, and check if it's available with free shipping.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Find a bird feeder on Amazon suitable for small birds, with an anti-squirrel mechanism, and check if it's available with free shipping."", ""constraints"": [], ""entities_or_request"": ""Find a bird feeder on Amazon suitable for small birds, with an anti-squirrel mechanism, and check if it's available with free shipping.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--39,Amazon,"Locate a travel guide book on Amazon for Japan, published in 2024, with at least 20 customer reviews.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Locate a travel guide book on Amazon for Japan, published in 2024, with at least 20 customer reviews."", ""constraints"": [""2024"", ""20"", ""at least 20 customer reviews""], ""entities_or_request"": ""Locate a travel guide book on Amazon for Japan, published in 2024, with at least 20 customer reviews.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Amazon--40,Amazon,"Locate a women's yoga mat in purple, with a thickness of at least 5mm, rated 4+ stars, and priced under $30 on Amazon. Check how many colors are available in total, and what is the return and delivery policy.",product_search,find product matching {product_and_constraints} and report {best_match},"[""search"", ""apply_filters"", ""evaluate_constraints"", ""select_result"", ""extract_product""]","{""query_text"": ""Locate a women's yoga mat in purple, with a thickness of at least 5mm, rated 4+ stars, and priced under $30 on Amazon. Check how many colors are available in total, and what is the return and delivery policy."", ""constraints"": [""5"", ""4+"", ""$30"", ""at least 5mm"", ""rated 4+ stars"", ""under $30 on Amazon""], ""entities_or_request"": ""Locate a women's yoga mat in purple, with a thickness of at least 5mm, rated 4+ stars, and priced under $30 on Amazon. Check how many colors are available in total, and what is the return and delivery policy.""}","[""retrieve"", ""filter_sort""]",product,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--0,Apple,Compare the prices of the latest models of MacBook Air available on Apple's website.,product_compare,compare {apple_products} on requested specifications,"[""navigate_product"", ""open_compare"", ""select_products"", ""extract_specs"", ""compare""]","{""query_text"": ""Compare the prices of the latest models of MacBook Air available on Apple's website."", ""constraints"": [], ""entities_or_request"": ""Compare the prices of the latest models of MacBook Air available on Apple's website.""}","[""navigate"", ""compare"", ""retrieve""]",comparison,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--1,Apple,Research the new features of the iOS 17 on Apple support and check its compatibility with the iPhone 12.,support_lookup,find Apple support guidance for {issue_or_feature} and summarize steps,"[""navigate_support"", ""search"", ""open_article"", ""extract_steps""]","{""query_text"": ""Research the new features of the iOS 17 on Apple support and check its compatibility with the iPhone 12."", ""constraints"": [""17"", ""12""], ""entities_or_request"": ""Research the new features of the iOS 17 on Apple support and check its compatibility with the iPhone 12.""}","[""navigate"", ""retrieve""]",instructions,False,medium,0.84,
pending,Apple--2,Apple,Compare the prices and chips for the iPhone 14 Pro and iPhone 15 Pro models directly from Apple's website.,product_compare,compare {apple_products} on requested specifications,"[""navigate_product"", ""open_compare"", ""select_products"", ""extract_specs"", ""compare""]","{""query_text"": ""Compare the prices and chips for the iPhone 14 Pro and iPhone 15 Pro models directly from Apple's website."", ""constraints"": [""14"", ""15""], ""entities_or_request"": ""Compare the prices and chips for the iPhone 14 Pro and iPhone 15 Pro models directly from Apple's website.""}","[""navigate"", ""compare"", ""retrieve""]",comparison,False,medium,0.84,
pending,Apple--3,Apple,Find the latest model of the iPhone and compare the price and screen size between the pro and pro max.,product_compare,compare {apple_products} on requested specifications,"[""navigate_product"", ""open_compare"", ""select_products"", ""extract_specs"", ""compare""]","{""query_text"": ""Find the latest model of the iPhone and compare the price and screen size between the pro and pro max."", ""constraints"": [""between the pro and pro max""], ""entities_or_request"": ""Find the latest model of the iPhone and compare the price and screen size between the pro and pro max.""}","[""navigate"", ""compare"", ""retrieve""]",comparison,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--4,Apple,"How much does it cost to buy a Macbook pro, 16-inch, Apple M3 Max chip with 16-core CPU, 40-core GPU, 64GB unified memory, 1TB SSD.",product_configuration,configure {apple_product} with {options} and report price/availability,"[""navigate_store"", ""select_product"", ""configure_options"", ""extract_price""]","{""query_text"": ""How much does it cost to buy a Macbook pro, 16-inch, Apple M3 Max chip with 16-core CPU, 40-core GPU, 64GB unified memory, 1TB SSD."", ""constraints"": [""16"", ""3"", ""40"", ""64GB"", ""1TB""], ""entities_or_request"": ""How much does it cost to buy a Macbook pro, 16-inch, Apple M3 Max chip with 16-core CPU, 40-core GPU, 64GB unified memory, 1TB SSD.""}","[""navigate"", ""transaction"", ""retrieve""]",price_or_action,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--5,Apple,Check the release date and price for the latest version of the iPhone.,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Check the release date and price for the latest version of the iPhone."", ""constraints"": [], ""entities_or_request"": ""Check the release date and price for the latest version of the iPhone.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--6,Apple,Find AirPods on Apple and how many types are currently available.,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Find AirPods on Apple and how many types are currently available."", ""constraints"": [], ""entities_or_request"": ""Find AirPods on Apple and how many types are currently available.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--7,Apple,When and where the Apple Vision Pro will be released.,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""When and where the Apple Vision Pro will be released."", ""constraints"": [], ""entities_or_request"": ""When and where the Apple Vision Pro will be released.""}","[""navigate"", ""retrieve""]",structured_record,False,medium,0.84,
pending,Apple--8,Apple,"Identify and list the specifications of the latest iPad model released by Apple, including its storage options, processor type, and display features.",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Identify and list the specifications of the latest iPad model released by Apple, including its storage options, processor type, and display features."", ""constraints"": [], ""entities_or_request"": ""Identify and list the specifications of the latest iPad model released by Apple, including its storage options, processor type, and display features.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--9,Apple,"Check the Apple Store for the availability of the latest iPhone model and schedule an in-store pickup at the nearest Apple Store for January 10, 2024.",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Check the Apple Store for the availability of the latest iPhone model and schedule an in-store pickup at the nearest Apple Store for January 10, 2024."", ""constraints"": [""10"", ""2024""], ""entities_or_request"": ""Check the Apple Store for the availability of the latest iPhone model and schedule an in-store pickup at the nearest Apple Store for January 10, 2024.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--10,Apple,"Find information on the latest (as of today's date) MacBook model, including its key features such as processor type, memory size, and storage capacity.",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Find information on the latest (as of today's date) MacBook model, including its key features such as processor type, memory size, and storage capacity."", ""constraints"": [], ""entities_or_request"": ""Find information on the latest (as of today's date) MacBook model, including its key features such as processor type, memory size, and storage capacity.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--11,Apple,"Get information about the latest iPad model released by Apple, including its release date, base storage capacity, and starting price available on Apple's official website.",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Get information about the latest iPad model released by Apple, including its release date, base storage capacity, and starting price available on Apple's official website."", ""constraints"": [], ""entities_or_request"": ""Get information about the latest iPad model released by Apple, including its release date, base storage capacity, and starting price available on Apple's official website.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--12,Apple,"What Apple Repair ways are mentioned on apple website, answer 2 of them.",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""What Apple Repair ways are mentioned on apple website, answer 2 of them."", ""constraints"": [""2""], ""entities_or_request"": ""What Apple Repair ways are mentioned on apple website, answer 2 of them.""}","[""navigate"", ""retrieve""]",structured_record,False,medium,0.84,
pending,Apple--13,Apple,How many colors does the latest MacBook Air come in?,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""How many colors does the latest MacBook Air come in?"", ""constraints"": [], ""entities_or_request"": ""How many colors does the latest MacBook Air come in?""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--14,Apple,"Identify the upgrade options available for the cheapest base model of the MacBook Pro 14-inch with M3 chip, and calculate the total price difference from the base model to the maximum upgrade (no Pre-Installed Software) offered by Apple.",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Identify the upgrade options available for the cheapest base model of the MacBook Pro 14-inch with M3 chip, and calculate the total price difference from the base model to the maximum upgrade (no Pre-Installed Software) offered by Apple."", ""constraints"": [""14"", ""3"", ""maximum upgrade (no Pre-Installed Software) offered by Apple""], ""entities_or_request"": ""Identify the upgrade options available for the cheapest base model of the MacBook Pro 14-inch with M3 chip, and calculate the total price difference from the base model to the maximum upgrade (no Pre-Installed Software) offered by Apple.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--15,Apple,"On Apple's website, how many different types of keyboards are available when customizing your 14-inch MacBook Pro?",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""On Apple's website, how many different types of keyboards are available when customizing your 14-inch MacBook Pro?"", ""constraints"": [""14""], ""entities_or_request"": ""On Apple's website, how many different types of keyboards are available when customizing your 14-inch MacBook Pro?""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--16,Apple,Find on Apple website how many types of AirPods (3rd generation) are available and what is the price difference.,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Find on Apple website how many types of AirPods (3rd generation) are available and what is the price difference."", ""constraints"": [""3""], ""entities_or_request"": ""Find on Apple website how many types of AirPods (3rd generation) are available and what is the price difference.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--17,Apple,Search Apple for the accessory Smart Folio for iPad and check the closest pickup availability next to zip code 90038.,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Search Apple for the accessory Smart Folio for iPad and check the closest pickup availability next to zip code 90038."", ""constraints"": [""90038""], ""entities_or_request"": ""Search Apple for the accessory Smart Folio for iPad and check the closest pickup availability next to zip code 90038.""}","[""navigate"", ""retrieve""]",structured_record,False,medium,0.84,
pending,Apple--18,Apple,Check if there are trade-in offers for the latest model of iPhone.,trade_in_lookup,find trade-in information/value for {device},"[""navigate_store"", ""open_trade_in"", ""select_device"", ""extract_value""]","{""query_text"": ""Check if there are trade-in offers for the latest model of iPhone."", ""constraints"": [], ""entities_or_request"": ""Check if there are trade-in offers for the latest model of iPhone.""}","[""navigate"", ""retrieve""]",price_or_text,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--19,Apple,"On Apple's website, what is the slogan for the Mac and what is the slogan for the Macbook pro.",product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""On Apple's website, what is the slogan for the Mac and what is the slogan for the Macbook pro."", ""constraints"": [], ""entities_or_request"": ""On Apple's website, what is the slogan for the Mac and what is the slogan for the Macbook pro.""}","[""navigate"", ""retrieve""]",structured_record,False,medium,0.84,
pending,Apple--20,Apple,Check the price for an Apple iPhone 14 Plus with 256GB storage in Purple color.,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Check the price for an Apple iPhone 14 Plus with 256GB storage in Purple color."", ""constraints"": [""14"", ""256GB""], ""entities_or_request"": ""Check the price for an Apple iPhone 14 Plus with 256GB storage in Purple color.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
pending,Apple--21,Apple,Identify the available storage options for the latest iPad Pro on the Apple website.,product_information,find Apple {product_or_service} and report requested specifications/price,"[""navigate_product"", ""search"", ""extract_specs""]","{""query_text"": ""Identify the available storage options for the latest iPad Pro on the Apple website."", ""constraints"": [], ""entities_or_request"": ""Identify the available storage options for the latest iPad Pro on the Apple website.""}","[""navigate"", ""retrieve""]",structured_record,False,very_high,0.84,动态内容/日期/库存/页面状态可能导致 live-web 漂移；split 可用，但执行结果需单独审查。
