review_status,id,web_name,ques,template_id,template_text,slot_schema,parameters,parameter_evidence,fixed_literals,constraint_signature,route_signature,action_signature,sort_signature,output_signature,confidence,rationale
pending,ArXiv--17,ArXiv,"Find the paper 'GPT-4 Technical Report', when was v3 submitted?",arxiv-v4-169,"arxiv > search/results | navigate > search > extract > answer | output={""fields"":[""date"",""entity""],""cardinality"":""single"",""operation"":""extract""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""GPT-4 Technical Report""}","{""quoted_term"": ""GPT-4 Technical Report""}","[""ArXiv"", ""arXiv route=basic-search; find a specified arXiv paper and inspect version/access metadata; constraints=none; output=paper_record"", ""search/results""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""search/results""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""date"", ""entity""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--18,ArXiv,Download the paper 'Dense Passage Retrieval for Open-Domain Question Answering'. How many formulas are in the article and which one is the loss function?,arxiv-v4-160,"arxiv > paper/fulltext | navigate > open_detail > extract > answer | output={""fields"":[""count"",""entity""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""Dense Passage Retrieval for Open-Domain Question Answering""}","{""quoted_term"": ""Dense Passage Retrieval for Open-Domain Question Answering""}","[""ArXiv"", ""arXiv route=paper-fulltext; find a specified arXiv paper, open full text, and extract document content; constraints=count_or_aggregate; output=paper_record"", ""paper/fulltext""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""paper/fulltext""]","[""navigate"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count"", ""entity""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--19,ArXiv,"Which university maintains and manages ArXiv. Accessing the university's website from ArXiv, how many underegraduate students are currently at the university.",arxiv-v4-130,"arxiv > about | navigate > apply_constraints > extract > answer | output={""fields"":[""count""],""cardinality"":""single"",""operation"":""aggregate_count""}",[],{},{},"[""ArXiv"", ""arXiv route=about; navigate from arXiv about page to maintaining institution and report institution fact; constraints=count_or_aggregate; output=paper_record"", ""about"", ""Which university maintains and manages ArXiv. Accessing the university's website from ArXiv, how many underegraduate students are currently at the university.""]",[],"[""arxiv"", ""about""]","[""navigate"", ""apply_constraints"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--20,ArXiv,Find the latest paper on 'machine learning in the Statistics section of ArXiv and provide its abstract.,arxiv-v4-136,"arxiv > category/listing | navigate > search > sort_or_rank > open_detail > extract > answer | output={""fields"":[""entity"",""summary""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=category-listing; search arXiv for latest/matching paper and report requested metadata or abstract; constraints=sort_or_rank+time_or_date; output=paper_record"", ""category/listing"", ""Find the latest paper on 'machine learning in the Statistics section of ArXiv and provide its abstract.""]",[],"[""arxiv"", ""category/listing""]","[""navigate"", ""search"", ""sort_or_rank"", ""open_detail"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""entity"", ""summary""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--21,ArXiv,Search for papers on 'neural networks for image processing' in the Computer Science category on ArXiv and report how many were submitted in the last week.,arxiv-v4-157,"arxiv > category/listing | navigate > search > extract > answer | output={""fields"":[""count"",""entity""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""neural networks for image processing""}","{""quoted_term"": ""neural networks for image processing""}","[""ArXiv"", ""arXiv route=category-listing; browse/search arXiv category or date listing and report counts/items; constraints=count_or_aggregate+time_or_date; output=paper_record"", ""category/listing""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""category/listing""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count"", ""entity""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--22,ArXiv,Locate the ArXiv Help section and find instructions on how to subscribe to daily listing emails for new submissions in a specific category.,arxiv-v4-142,"arxiv > help | navigate > search > extract > answer | output={""fields"":[""instructions""],""cardinality"":""list_all"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=help; navigate arXiv help for {policy_or_procedure} and report guidance; constraints=none; output=list_or_paper"", ""help"", ""Locate the ArXiv Help section and find instructions on how to subscribe to daily listing emails for new submissions in a specific category.""]",[],"[""arxiv"", ""help""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""instructions""], ""cardinality"": ""list_all"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--23,ArXiv,Determine how many articles with the keyword 'autonomous vehicles' were published in the 'Electrical Engineering and Systems Science' section of ArXiv yesterday.,arxiv-v4-154,"arxiv > category/listing | navigate > apply_constraints > extract > answer | output={""fields"":[""count"",""entity""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""autonomous vehicles""}","{""quoted_term"": ""autonomous vehicles""}","[""ArXiv"", ""arXiv route=category-listing; advanced-search arXiv with {field+date/category constraints} and report result count/matches; constraints=count_or_aggregate+time_or_date; output=paper_record"", ""category/listing""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""category/listing""]","[""navigate"", ""apply_constraints"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count"", ""entity""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--24,ArXiv,Identify the most recent paper related to 'graph neural networks' on ArXiv and determine the affiliation of the first author.,arxiv-v4-172,"arxiv > search/results | navigate > sort_or_rank > extract > answer | output={""fields"":[""authors"",""entity""],""cardinality"":""single"",""operation"":""extract""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""graph neural networks""}","{""quoted_term"": ""graph neural networks""}","[""ArXiv"", ""arXiv route=basic-search; search arXiv for latest/matching paper and report requested metadata or abstract; constraints=sort_or_rank+time_or_date; output=paper_record"", ""search/results""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""search/results""]","[""navigate"", ""sort_or_rank"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""authors"", ""entity""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--25,ArXiv,Browse the ArXiv store and let me know how many different types of merchandise are available.,arxiv-v4-152,"arxiv > store | navigate > extract > answer | output={""fields"":[""count""],""cardinality"":""list_all"",""operation"":""aggregate_count""}",[],{},{},"[""ArXiv"", ""arXiv route=store; browse arXiv store and report merchandise options; constraints=count_or_aggregate; output=paper_record"", ""store"", ""Browse the ArXiv store and let me know how many different types of merchandise are available.""]",[],"[""arxiv"", ""store""]","[""navigate"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count""], ""cardinality"": ""list_all"", ""operation"": ""aggregate_count""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--26,ArXiv,Search for papers related to 'climate change modeling' on ArXiv and find out how many have been published in the Earth and Planetary Astrophysics (astro-ph.EP) category in the last week.,arxiv-v4-156,"arxiv > category/listing | navigate > search > extract > answer | output={""fields"":[""count"",""entity""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""climate change modeling""}","{""quoted_term"": ""climate change modeling""}","[""ArXiv"", ""arXiv route=category-listing; advanced-search arXiv with {field+date/category constraints} and report result count/matches; constraints=count_or_aggregate+time_or_date+variant; output=list_or_paper"", ""category/listing""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""category/listing""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count"", ""entity""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--27,ArXiv,"On ArXiv, what categories does Economics include, and what are their abbreviations?",arxiv-v4-144,"arxiv > search/results | navigate > extract > answer | output={""fields"":[],""cardinality"":""list_all"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=basic-search; browse arXiv category taxonomy and report categories/abbreviations; constraints=none; output=list_or_paper"", ""search/results"", ""On ArXiv, what categories does Economics include, and what are their abbreviations?""]",[],"[""arxiv"", ""search/results""]","[""navigate"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [], ""cardinality"": ""list_all"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--28,ArXiv,Search 'Poly encoder' by title on ArXiv and check whether the articles in the search results provide HTML access.,arxiv-v4-161,"arxiv > paper/fulltext | navigate > search > extract > answer | output={""fields"":[""entity""],""cardinality"":""single"",""operation"":""extract""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""Poly encoder""}","{""quoted_term"": ""Poly encoder""}","[""ArXiv"", ""arXiv route=paper-fulltext; find a specified arXiv paper and inspect version/access metadata; constraints=none; output=paper_record"", ""paper/fulltext""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""paper/fulltext""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--29,ArXiv,"On ArXiv, search for papers with 'Neural Network Optimization' in the title published in 2023, and provide the number of such papers.",arxiv-v4-165,"arxiv > search/results | navigate > search > apply_constraints > extract > answer | output={""fields"":[""count"",""entity""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""Neural Network Optimization""}","{""quoted_term"": ""Neural Network Optimization""}","[""ArXiv"", ""arXiv route=advanced-search; advanced-search arXiv with {field+date/category constraints} and report result count/matches; constraints=count_or_aggregate+time_or_date; output=paper_record"", ""search/results""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""search/results""]","[""navigate"", ""search"", ""apply_constraints"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count"", ""entity""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--30,ArXiv,Look up the submission guidelines on ArXiv for submitting a paper and tell me the formats for figures.,arxiv-v4-141,"arxiv > help | navigate > search > extract > answer | output={""fields"":[""entity""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=help; navigate arXiv help for {policy_or_procedure} and report guidance; constraints=none; output=paper_record"", ""help"", ""Look up the submission guidelines on ArXiv for submitting a paper and tell me the formats for figures.""]",[],"[""arxiv"", ""help""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--31,ArXiv,"Search ArXiv for papers with 'Graph Neural Networks' in the abstract that were submitted between Jan 1, 2024, and Jan 3, 2024, and determine how many of these papers have more than five authors.",arxiv-v4-166,"arxiv > search/results | navigate > search > apply_constraints > open_detail > extract > answer | output={""fields"":[""authors"",""count"",""entity"",""summary""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""Graph Neural Networks""}","{""quoted_term"": ""Graph Neural Networks""}","[""ArXiv"", ""arXiv route=advanced-search; advanced-search arXiv with {field+date/category constraints} and report result count/matches; constraints=count_or_aggregate+time_or_date; output=paper_record"", ""search/results""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""search/results""]","[""navigate"", ""search"", ""apply_constraints"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""authors"", ""count"", ""entity"", ""summary""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--32,ArXiv,"Locate the latest paper on ArXiv within the 'Nonlinear Sciences - Chaotic Dynamics' category, summarize the abstract and note the submission date.",arxiv-v4-158,"arxiv > help | navigate > search > sort_or_rank > open_detail > extract > answer | output={""fields"":[""date"",""entity"",""summary""],""cardinality"":""single"",""operation"":""summarize""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""Nonlinear Sciences - Chaotic Dynamics""}","{""quoted_term"": ""Nonlinear Sciences - Chaotic Dynamics""}","[""ArXiv"", ""arXiv route=help; search arXiv for latest/matching paper and report requested metadata or abstract; constraints=sort_or_rank+time_or_date; output=paper_record"", ""help""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""help""]","[""navigate"", ""search"", ""sort_or_rank"", ""open_detail"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""date"", ""entity"", ""summary""], ""cardinality"": ""single"", ""operation"": ""summarize""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--33,ArXiv,Query ArXiv for the latest research article in the category of Systems and Control under Computer Science. Summarize the main objective or hypothesis presented in the paper and provide the names of the authors.,arxiv-v4-134,"arxiv > category/listing | navigate > search > apply_constraints > sort_or_rank > extract > answer | output={""fields"":[""authors"",""entity"",""summary""],""cardinality"":""single"",""operation"":""summarize""}",[],{},{},"[""ArXiv"", ""arXiv route=category-listing; search arXiv for latest/matching paper and report requested metadata or abstract; constraints=sort_or_rank+time_or_date; output=paper_record"", ""category/listing"", ""Query ArXiv for the latest research article in the category of Systems and Control under Computer Science. Summarize the main objective or hypothesis presented in the paper and provide the names of the authors.""]",[],"[""arxiv"", ""category/listing""]","[""navigate"", ""search"", ""apply_constraints"", ""sort_or_rank"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""authors"", ""entity"", ""summary""], ""cardinality"": ""single"", ""operation"": ""summarize""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--34,ArXiv,Search for the most recent paper related to non-commutative geometry submitted by an author with the first name John. Provide the title and the abstract.,arxiv-v4-146,"arxiv > search/results | navigate > search > apply_constraints > sort_or_rank > open_detail > extract > answer | output={""fields"":[""authors"",""entity"",""summary""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=advanced-search; search arXiv for latest/matching paper and report requested metadata or abstract; constraints=sort_or_rank+time_or_date; output=paper_record"", ""search/results"", ""Search for the most recent paper related to non-commutative geometry submitted by an author with the first name John. Provide the title and the abstract.""]",[],"[""arxiv"", ""search/results""]","[""navigate"", ""search"", ""apply_constraints"", ""sort_or_rank"", ""open_detail"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""authors"", ""entity"", ""summary""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--35,ArXiv,"Retrieve the latest research paper in Quantum Physics from ArXiv and provide the title, author(s), and date of submission.",arxiv-v4-143,"arxiv > help | navigate > search > sort_or_rank > extract > answer | output={""fields"":[""authors"",""date"",""entity""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=help; search arXiv for latest/matching paper and report requested metadata or abstract; constraints=sort_or_rank+time_or_date; output=paper_record"", ""help"", ""Retrieve the latest research paper in Quantum Physics from ArXiv and provide the title, author(s), and date of submission.""]",[],"[""arxiv"", ""help""]","[""navigate"", ""search"", ""sort_or_rank"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""authors"", ""date"", ""entity""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--36,ArXiv,Search 'CVPR 2023' and 'CVPR2023' through journal ref on ArXiv to see how many results there are respectively.,arxiv-v4-168,"arxiv > search/results | navigate > search > extract > answer | output={""fields"":[""count""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""CVPR 2023""}","{""quoted_term"": ""CVPR 2023""}","[""ArXiv"", ""arXiv route=advanced-search; advanced-search arXiv with {field+date/category constraints} and report result count/matches; constraints=count_or_aggregate+time_or_date; output=paper_record"", ""search/results""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""search/results""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--37,ArXiv,Find the names of people in ArXiv's Leadership Team.,arxiv-v4-131,"arxiv > about | navigate > search > extract > answer | output={""fields"":[""entity""],""cardinality"":""list_all"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=about; navigate arXiv about/leadership page and list people; constraints=none; output=paper_record"", ""about"", ""Find the names of people in ArXiv's Leadership Team.""]",[],"[""arxiv"", ""about""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity""], ""cardinality"": ""list_all"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--38,ArXiv,Find the ArXiv Blog on the ArXiv website and summarize the content of its latest article.,arxiv-v4-132,"arxiv > blog | navigate > search > sort_or_rank > extract > answer | output={""fields"":[""entity"",""summary""],""cardinality"":""single"",""operation"":""summarize""}",[],{},{},"[""ArXiv"", ""arXiv route=blog-news; browse arXiv news/blog and report latest item; constraints=sort_or_rank+time_or_date; output=paper_record"", ""blog"", ""Find the ArXiv Blog on the ArXiv website and summarize the content of its latest article.""]",[],"[""arxiv"", ""blog""]","[""navigate"", ""search"", ""sort_or_rank"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""entity"", ""summary""], ""cardinality"": ""single"", ""operation"": ""summarize""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--39,ArXiv,Search the title 'GPT-4 Technical Report' and access this paper through HTML format. Read the paper on this page and tell me what is 'one of the main goals of developing such models' mentioned in the Introduction.,arxiv-v4-162,"arxiv > paper/fulltext | navigate > search > open_detail > extract > answer | output={""fields"":[""entity""],""cardinality"":""single"",""operation"":""extract""}","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""quoted_term"": ""GPT-4 Technical Report""}","{""quoted_term"": ""GPT-4 Technical Report""}","[""ArXiv"", ""arXiv route=paper-fulltext; find a specified arXiv paper, open full text, and extract document content; constraints=variant; output=paper_record"", ""paper/fulltext""]","[{""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""arxiv"", ""paper/fulltext""]","[""navigate"", ""search"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,ArXiv--40,ArXiv,How many articles are there on each of the three most recent announce days in the Solar and Stellar Astrophysics section of ArXiv. Choose one at random and answer its title and when the first version was uploaded?,arxiv-v4-137,"arxiv > category/listing | navigate > sort_or_rank > extract > answer | output={""fields"":[""count"",""date"",""entity""],""cardinality"":""single"",""operation"":""aggregate_count""}",[],{},{},"[""ArXiv"", ""arXiv route=category-listing; browse/search arXiv category or date listing and report counts/items; constraints=count_or_aggregate+sort_or_rank+time_or_date; output=paper_record"", ""category/listing"", ""How many articles are there on each of the three most recent announce days in the Solar and Stellar Astrophysics section of ArXiv. Choose one at random and answer its title and when the first version was uploaded?""]",[],"[""arxiv"", ""category/listing""]","[""navigate"", ""sort_or_rank"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""count"", ""date"", ""entity""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--41,ArXiv,Find the button to share arxiv non-profit store and follow the QR code to share the shop. Then add arXiv Forever short sleeve (XL) to your cart.,arxiv-v4-153,"arxiv > store | navigate > search > extract > answer | output={""fields"":[],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=store; open arXiv store product, choose variant, and add to cart; constraints=none; output=paper_record"", ""store"", ""Find the button to share arxiv non-profit store and follow the QR code to share the shop. Then add arXiv Forever short sleeve (XL) to your cart.""]",[],"[""arxiv"", ""store""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,ArXiv--42,ArXiv,Find an article published between 1 January 2000 and 1 January 2005 that requires Support Vector Machines in the title and its Journey ref is ACL Workshop.,arxiv-v4-145,"arxiv > search/results | navigate > search > apply_constraints > extract > answer | output={""fields"":[""entity""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""ArXiv"", ""arXiv route=advanced-search; advanced-search arXiv with {field+date/category constraints} and report result count/matches; constraints=time_or_date; output=paper_record"", ""search/results"", ""Find an article published between 1 January 2000 and 1 January 2005 that requires Support Vector Machines in the title and its Journey ref is ACL Workshop.""]",[],"[""arxiv"", ""search/results""]","[""navigate"", ""search"", ""apply_constraints"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,BBC News--0,BBC News,Find a report on the BBC News website about recent developments in renewable energy technologies in the UK.,bbc-news-v4-180,"bbc news > news | navigate > search > extract > answer | output={""fields"":[],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""BBC News"", ""BBC route=climate-environment; search BBC for coverage of {topic} and report requested facts; constraints=time_or_date; output=summary"", ""news"", ""Find a report on the BBC News website about recent developments in renewable energy technologies in the UK.""]",[],"[""bbc news"", ""news""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,BBC News--1,BBC News,Read the latest health-related news article published on BBC News and summarize the key points discussed.,bbc-news-v4-191,"bbc news > news/health | navigate > sort_or_rank > open_detail > extract > answer | output={""fields"":[""entity"",""summary""],""cardinality"":""single"",""operation"":""summarize""}",[],{},{},"[""BBC News"", ""BBC route=health; find current/latest BBC coverage of {topic} and summarize requested facts; constraints=sort_or_rank+time_or_date; output=summary"", ""news/health"", ""Read the latest health-related news article published on BBC News and summarize the key points discussed.""]",[],"[""bbc news"", ""news/health""]","[""navigate"", ""sort_or_rank"", ""open_detail"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""entity"", ""summary""], ""cardinality"": ""single"", ""operation"": ""summarize""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,BBC News--2,BBC News,Read the latest article regarding the environmental impacts of deforestation published within the last two days.,bbc-news-v4-186,"bbc news > news | navigate > sort_or_rank > open_detail > extract > answer | output={""fields"":[""entity"",""nutrition""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""BBC News"", ""BBC route=climate-environment; find current/latest BBC coverage of {topic} and summarize requested facts; constraints=sort_or_rank+time_or_date; output=summary"", ""news"", ""Read the latest article regarding the environmental impacts of deforestation published within the last two days.""]",[],"[""bbc news"", ""news""]","[""navigate"", ""sort_or_rank"", ""open_detail"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""entity"", ""nutrition""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,BBC News--3,BBC News,"Check the leaderboard for Golf's DP World Tour in the SPORT section, what was the name of the most recent tournament, and how many teams have a Total of -10 strokes.",bbc-news-v4-206,"bbc news > sport | navigate > sort_or_rank > extract > answer | output={""fields"":[""count"",""entity""],""cardinality"":""single"",""operation"":""aggregate_count""}",[],{},{},"[""BBC News"", ""BBC route=sport; find BBC Sport information about {sport_event_or_team} and report requested facts; constraints=count_or_aggregate+sort_or_rank+time_or_date; output=text_or_list"", ""sport"", ""Check the leaderboard for Golf's DP World Tour in the SPORT section, what was the name of the most recent tournament, and how many teams have a Total of -10 strokes.""]",[],"[""bbc news"", ""sport""]","[""navigate"", ""sort_or_rank"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""count"", ""entity""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
